game_id,novelty_play,play_seq,recent_similar_game_id,recent_similar_play_seq
ANA202504180,5,"K, 8, 1B, BB, 8",WAS201804290,"K, 8, 1B, BB, 9"
ATL202504180,6,"8, 53, BB, K, 7, 5",SLA195209011,"8, 53, BB, K, 7, K"
BAL202504180,5,"4, 2B, 13, K, BB",HOU198905240,"4, 2B, 13, K, 43"
BOS202504180,4,"3, 4, E6, K",TBA200206110,"3, 4, E6, SB2"
CHN202504180,5,"K, 31, 1B, 9, 1B",KCA200804242,"K, 31, 1B, 9, 43"
DET202504180,4,"63, 2B, WP, 2B",CIN201205230,"63, 2B, WP, FC;O"
HOU202504180,5,"43, 7, 8, 1B, 7",NYN200908040,"43, 7, 8, 1B, 53"
MIL202504180,5,"K, 9, 1B, 5, K",CIN199808160,"K, 9, 1B, 5, 3B"
NYN202504180,5,"8, 8, K, 7, 3",MIN201507280,"8, 8, K, 7, K"
PHI202504180,5,"9, 5, K, 8, BB",DET201206150,"9, 5, K, 8, 43"
PIT202504180,4,"1B, 54(1)3, 5, HR",ANA201710010,"1B, 54(1)3, 5, 6"
TBA202504180,5,"K, BB, 46(1)3, BB, 1B",ANA201504240,"K, BB, 46(1)3, BB, 64(1)3"
TEX202504180,6,"HR, K, K, 9, K, K",ARI202106220,"HR, K, K, 9, K, 2B"
TOR202504180,6,"63, 3, K, 1B, SB2, 31",MIL198005280,"63, 3, K, 1B, SB2, E5"
ANA202504190,4,"63, BB, 63, HR",COL202404060,"63, BB, 63, 1B"
ATL202504190,6,"1B, 2B, K, 63, K, 1B",BOS201007300,"1B, 2B, K, 63, K, 8"
BAL202504190,4,"1B, 3, 36(1), 1B",PHA195407210,"1B, 3, 36(1), WP"
BOS202504190,4,"53, 53, 4, HBP",CLE202205071,"53, 53, 4, 1B"
CHN202504190,3,"HR, E3, BB",SFN199506050,"HR, E3, 9"
COL202504190,6,"3, K, K, K, 63, K",ATL200007050,"3, K, K, K, 63, 43"
DET202504190,6,"K, 1B, 7, K, 8, 8",DET195707010,"K, 1B, 7, K, 8, 1B"
HOU202504190,4,"K, BB, 54(1), 2B",BOS202406150,"K, BB, 54(1), 3"
MIL202504190,5,"1B, 46(1), K, 7, 9",DET202209160,"1B, 46(1), K, 7, K"
NYN202504190,5,"6, 9, 43, K, 43",PIT195808010,"6, 9, 43, K, 53"
PHI202504190,5,"8, BB, 8, K, BB",CHN201105260,"8, BB, 8, K, 53"
PIT202504190,5,"8, 1B, 1B, 46(1)3, 7",ANA201304190,"8, 1B, 1B, 46(1)3, 1B"
TBA202504190,6,"HBP, 1B, 1B, 64(1)3, 1B, 9",KCA199208010,"HBP, 1B, 1B, 64(1)3, 1B, 8"
TEX202504190,6,"K, 53, K, 9, 8, K",CHA202104291,"K, 53, K, 9, 8, 13"
TOR202504190,5,"7, 9, BB, K, 4",MIA201907130,"7, 9, BB, K, 53"
ANA202504200,5,"1B, K, 8, 9, 3",KCA202104140,"1B, K, 8, 9, 7"
ATL202504200,6,"K, K, 31, 9, K, BB",CHN200110040,"K, K, 31, 9, K, K"
BAL202504200,6,"43, 8, BB, SB2, BB, 43",OAK198607250,"43, 8, BB, SB2, BB, BB"
BOS202504200,6,"K, 5, BB, HR, 1B, K",CHN194306040,"K, 5, BB, HR, 1B, 1B"
CHN202504200,7,"63, K, K, 1B, BB, K, 1B",SFN199304130,"63, K, K, 1B, BB, K, CS3"
COL202504201,5,"8, K, 3, 7, 7",DET200207240,"8, K, 3, 7, 6"
COL202504202,4,"BB, 43, 1B, 8",BOS201507310,"BB, 43, 1B, BB"
DET202504200,6,"43, 8, 53, 53, 1B, K",KCA197104240,"43, 8, 53, 53, 1B, 6"
HOU202504200,4,"BB, 34, BB, 4(1)",WAS200606140,"BB, 34, BB, K"
MIL202504200,5,"43, K, K, 1B, K",CHA202405230,"43, K, K, 1B, 7"
NYN202504200,5,"BB, 54(1), 8, 1B, K",CIN202207030,"BB, 54(1), 8, 1B, 23"
PHI202504200,4,"8, 1B, 14(1), SB2",PIT200908180,"8, 1B, 14(1), PO1"
PIT202504200,6,"53, 43, BB, K, K, 8",CAL196707230,"53, 43, BB, K, K, 1B"
TBA202504200,6,"HR, K, 43, K, 8, E5",TEX201209280,"HR, K, 43, K, 8, 63"
TEX202504200,5,"43, 9, BB, 8, 8",HOU199609100,"43, 9, BB, 8, 2B"
TOR202504200,4,"HR, 2B, HR, K",HOU201009150,"HR, 2B, HR, BB"
ATL202504210,6,"K, 63, 1B, K, 13, BB",PIT195806292,"K, 63, 1B, K, 13, 7"
BOS202504210,5,"1B, 1B, K, 43, 8",LAN201608060,"1B, 1B, K, 43, BB"
CLE202504210,3,"E6, BB, 56(1)3",TBA202205010,"E6, BB, 1B"
DET202504210,5,"1B, 8, BB, 1B, 64(1)",COL202106160,"1B, 8, BB, 1B, 3"
HOU202504210,5,"K, 63, 2, BB, 7",NYN198504130,"K, 63, 2, BB, 8"
MIA202504210,5,"1B, K, BK, K, PB",MON198904300,"1B, K, BK, K, 8"
NYN202504210,4,"6, BB, K, 5",CHN202304090,"6, BB, K, 54(1)"
SFN202504210,5,"K, 1B, POCS2, 1B, BB",NYN200107120,"K, 1B, POCS2, 1B, 7"
ANA202504220,4,"63, BB, 43, 2",DET202106130,"63, BB, 43, 53"
ARI202504220,5,"K, 43, 9, 9, 7",CIN202106270,"K, 43, 9, 9, K"
ATH202504220,4,"BB, 1B, 36(1), 2B",ANA202308192,"BB, 1B, 36(1), 64(1)3"
ATL202504220,6,"3, 1B, K, 43, 3, 7",CIN194904210,"3, 1B, K, 43, 3, 5"
BOS202504220,4,"63, HR, BB, HBP",HOU202310230,"63, HR, BB, SB2"
CHN202504220,5,"1B, 8, 1B, K, HR",WAS202309190,"1B, 8, 1B, K, 8"
CLE202504220,5,"HR, 1B, K, 64(1)3, 1B",BOS199308140,"HR, 1B, K, 64(1)3, 8"
DET202504220,6,"K, K, 63, 1, BB, K",TEX201905210,"K, K, 63, 1, BB, 5"
HOU202504220,4,"5, 53, 8, 1B",NYN201809120,"5, 53, 8, 3"
KCA202504220,6,"3, 43, K, 7, 8, K",NYN200709120,"3, 43, K, 7, 8, BB"
MIA202504220,5,"K, K, 43, 31, BB",NYA198407140,"K, K, 43, 31, 43"
MIN202504220,6,"7, 8, 2B, 8, 43, 8",BOS192207071,"7, 8, 2B, 8, 43, E5"
NYN202504220,5,"1B, 9, 7, 1B, 8",CHN196809250,"1B, 9, 7, 1B, 46(1)"
SFN202504220,6,"1B, 1B, 64(1)3, K, K, 63",LAN201803290,"1B, 1B, 64(1)3, K, K, K"
WAS202504220,4,"BB, 63, 53, 4",CHA198909300,"BB, 63, 53, 8"
ANA202504230,7,"43, 13, BB, 1B, K, K, K",CHN194704230,"43, 13, BB, 1B, K, K, 4"
ARI202504230,5,"K, 53, K, HR, K",NYN200405220,"K, 53, K, HR, HBP"
ATH202504230,5,"8, K, 43, HR, 53",SEA201304290,"8, K, 43, HR, 3"
ATL202504230,4,"BB, 54(1)3, BB, WP",SFN201705160,"BB, 54(1)3, BB, 6"
BOS202504230,7,"63, 1B, BB, K, 1B, K, K",MON200208170,"63, 1B, BB, K, 1B, K, 53"
CHN202504230,5,"7, 1B, 46(1)3, 8, K",ATL197909050,"7, 1B, 46(1)3, 8, 8"
CLE202504230,4,"BB, 3B, BB, 2B",ATL201709170,"BB, 3B, BB, K"
DET202504230,4,"E4, K, K, CS3",CHN202109260,"E4, K, K, K"
HOU202504230,6,"63, 53, K, 1B, 1B, 54(1)3",TOR201505180,"63, 53, K, 1B, 1B, K"
MIA202504230,4,"2B, 23, K, 1B",SEA200605100,"2B, 23, K, 3"
MIN202504230,4,"9, K, BB, POCS2",PHI202407110,"9, K, BB, 1B"
NYN202504230,5,"53, 1B, 9, 64(1), 53",MIN198607110,"53, 1B, 9, 64(1), 143(B)"
SFN202504230,4,"1B, K, BB, 5(2)",CHN202409060,"1B, K, BB, K"
WAS202504230,5,"31, 43, 1B, 43, HR",DET199107310,"31, 43, 1B, 43, 3"
ANA202504240,5,"HR, 53, 2B, 1B, 54(1)",PHI201508010,"HR, 53, 2B, 1B, K"
ARI202504240,5,"K, 3, 31, 1B, SB2",DET196007171,"K, 3, 31, 1B, 3"
ATH202504240,5,"53, 1B, HBP, K, BB",CIN201407250,"53, 1B, HBP, K, 43"
BOS202504240,5,"1B, BK, K, K, BB",PIT199205300,"1B, BK, K, K, K"
KCA202504241,4,"BB, WP, 53, 31",ANA201809300,"BB, WP, 53, 9"
KCA202504242,5,"BB, 5, K, SB2, WP",PHI200206150,"BB, 5, K, SB2, 9"
MIN202504240,5,"5, K, BB, 1B, 53",MIA202504150,"5, K, BB, 1B, 7"
SFN202504240,5,"BB, 1B, SF8, 1B, 1B",NYA198006270,"BB, 1B, SF8, 1B, 5"
WAS202504240,5,"9, K, 31, 7, 63",BSN191609251,"9, K, 31, 7, 9"
ARI202504250,5,"7, K, BB, BB, K",LAN202308290,"7, K, BB, BB, 8"
ATH202504250,6,"K, K, K, K, 8, 1B",PIT202407080,"K, K, K, K, 8, 8"
CHN202504250,5,"BB, K, K, BB, 5(2)",SEA202309150,"BB, K, K, BB, 43"
COL202504250,5,"31, 53, 1B, BB, 1B",LAN200009260,"31, 53, 1B, BB, 54(1)"
KCA202504250,6,"63, K, 8, 53, 1B, 6",BAL200907110,"63, K, 8, 53, 1B, 46(1)3"
LAN202504250,6,"BB, SB2, 7, K, 1B, BB",SEA200607070,"BB, SB2, 7, K, 1B, 43"
MIN202504250,3,"E4, 1B, 4(1)3",SLN202306270,"E4, 1B, 36(1)"
NYA202504250,4,"1B, K, 56(1)3, 2",NYA201707030,"1B, K, 56(1)3, 23"
SDN202504250,5,"43, K, 53, 63, 3",NYA202105020,"43, K, 53, 63, 1B"
SEA202504250,6,"43, K, K, 43, K, 8",CHN202307010,"43, K, K, 43, K, 3"
SFN202504250,5,"K, 9, BB, 7, 7",KCA202409030,"K, 9, BB, 7, 6"
SLN202504250,6,"7, 3, 1B, K, BB, POCS2",ANA200909110,"7, 3, 1B, K, BB, 2B"
WAS202504250,3,"8, E3, BB",SFN202304070,"8, E3, 64(1)3"
ARI202504260,5,"7, K, HR, 5, 8",TBA201505110,"7, K, HR, 5, BB"
ATH202504260,5,"K, HR, BB, 9, 2B",BAL202305090,"K, HR, BB, 9, POCS2"
CHN202504260,6,"K, K, BB, 43, BB, 9",TBA201608170,"K, K, BB, 43, BB, K"
CLE202504261,4,"7, BB, 1B, 5(2)",BAL202503310,"7, BB, 1B, K"
CLE202504262,6,"K, BB, BB, 1B, 3, K",CHA197207290,"K, BB, BB, 1B, 3, 8"
COL202504260,7,"K, K, 1B, 63, K, K, 6",ATH202504110,"K, K, 1B, 63, K, K, 43"
DET202504261,4,"E6, 46(1)3, 1B, CS2",ATL201706250,"E6, 46(1)3, 1B, HR"
DET202504262,4,"5, 9, 3, 3",BOS201809280,"5, 9, 3, K"
KCA202504260,5,"53, K, K, BB, 2B",PHI202406010,"53, K, K, BB, K"
LAN202504260,4,"HR, 7, 9, 8",BOS202209260,"HR, 7, 9, BB"
MIN202504260,5,"7, 1B, 7, SB2, SB3",SEA201805060,"7, 1B, 7, SB2, BB"
SDN202504260,5,"5, 5, K, 2B, 43",TOR200108050,"5, 5, K, 2B, 2B"
SEA202504260,6,"63, BB, 9, BB, K, HR",SLN197107152,"63, BB, 9, BB, K, K"
SFN202504260,5,"8, 2B, 1B, SF7, 8",HOU196605260,"8, 2B, 1B, SF7, 1B"
SLN202504260,5,"K, 31, 1B, 9, BB",CHN202504180,"K, 31, 1B, 9, 1B"
WAS202504260,6,"1B, K, K, 13, 1B, 7",CHN200706030,"1B, K, K, 13, 1B, 1B"
ARI202504270,5,"1B, 2B, 9, K, 3B",TBA202407110,"1B, 2B, 9, K, K"
ATH202504270,4,"HR, 4, 9, BB",PIT201808220,"HR, 4, 9, 7"
CHN202504270,5,"K, 1B, 46(1), 4, 8",CHN196107302,"K, 1B, 46(1), 4, 2"
CLE202504270,4,"1B, 53, 8, 53",DET201707290,"1B, 53, 8, HR"
COL202504270,5,"5, 1B, 1B, WP, 43",BAL195805020,"5, 1B, 1B, WP, 4"
DET202504270,5,"K, 1B, K, 4, 8",ARI202404300,"K, 1B, K, 4, 9"
KCA202504270,6,"3, 8, 2B, K, 1B, CS2",MIN197005250,"3, 8, 2B, K, 1B, 1B"
LAN202504270,4,"BB, 46(1)3, HR, HR",CLE199905120,"BB, 46(1)3, HR, K"
MIN202504270,5,"3, 3, 2, BB, 2B",CIN191906110,"3, 3, 2, BB, K"
NYA202504271,3,"E5, WP, 53",NYA201405310,"E5, WP, 3"
NYA202504272,6,"8, BB, BB, K, K, HR",CHA202108150,"8, BB, BB, K, K, 1"
SDN202504270,4,"9, 31, 53, 9",CHN201504270,"9, 31, 53, 43"
SEA202504270,4,"13, 31, HR, 63",HOU201009140,"13, 31, HR, K"
SFN202504270,5,"31, 2B, 2B, K, 1B",NYN201407050,"31, 2B, 2B, K, BB"
SLN202504270,6,"BB, 7, BB, 1B, 1B, 1B",OAK200304060,"BB, 7, BB, 1B, 1B, 46(1)"
WAS202504270,5,"1B, BB, BB, SF9, BB",FLO200805252,"1B, BB, BB, SF9, K"
BAL202504280,5,"13, 1B, BB, K, HBP",SDN202409050,"13, 1B, BB, K, 63"
CIN202504280,5,"2B, K, 31, 2B, K",BOS198204210,"2B, K, 31, 2B, BB"
CLE202504280,6,"HR, K, 1B, 9, 1B, 2B",TEX199808080,"HR, K, 1B, 9, 1B, 1B"
COL202504280,5,"6, 43, 9, 53, 2B",CLE192707241,"6, 43, 9, 53, 63"
HOU202504280,4,"31, 7, 9, 53",PIT202306300,"31, 7, 9, 43"
LAN202504280,5,"7, K, 53, 1B, SB2",KCA202404060,"7, K, 53, 1B, 1B"
TEX202504280,5,"1B, K, WP, K, 53",ATL202408060,"1B, K, WP, K, 3B"
WAS202504280,5,"7, 31, K, 7, 3",CLE201307120,"7, 31, K, 7, 4"
BAL202504290,4,"HR, HR, HR, 63",ARI202408310,"HR, HR, HR, 3"
CHA202504290,4,"53, HR, 53, K",BOS201810060,"53, HR, 53, 8"
CLE202504290,7,"6, K, K, 7, K, 7, 3",NYA201608170,"6, K, K, 7, K, 7, K"
COL202504290,5,"1B, 64(1)3, 53, 7, 8",TOR198208090,"1B, 64(1)3, 53, 7, 5"
HOU202504290,5,"HR, 8, K, 1B, HBP",CHN201306010,"HR, 8, K, 1B, 64(1)"
LAN202504290,5,"3B, K, 1B, SB2, 53",ATL201709070,"3B, K, 1B, SB2, 3B"
NYN202504290,4,"1B, 3, K, 31",LAN202307080,"1B, 3, K, K"
PHI202504290,5,"9, K, 43, 1B, 9",TBA201209030,"9, K, 43, 1B, 4"
PIT202504290,4,"43, 5, 7, 7",CLE202105230,"43, 5, 7, 1B"
SDN202504290,5,"7, 3, 5, K, 13",CIN195206011,"7, 3, 5, K, 8"
SEA202504290,5,"63, K, 1B, 3, 1B",BAL201106080,"63, K, 1B, 3, 9"
TBA202504290,5,"1B, 53, 31, 2B, 43",SLN196006060,"1B, 53, 31, 2B, 1B"
TEX202504290,5,"8, 1B, 6(1)3, BB, BB",NYA194008100,"8, 1B, 6(1)3, BB, 2B"
TOR202504290,4,"HR, 63, HR, 6",BAL201708030,"HR, 63, HR, K"
BAL202504300,5,"6, 1B, HR, K, 6",BAL202009020,"6, 1B, HR, K, 43"
CHA202504300,5,"2B, 43, K, 1B, 2B",PIT202408280,"2B, 43, K, 1B, SB2"
CIN202504301,4,"31, HR, 8, 53",SDN202205110,"31, HR, 8, K"
CIN202504302,6,"BB, 1B, 6, HR, K, 5",NYA199207090,"BB, 1B, 6, HR, K, 9"
CLE202504300,6,"43, K, K, 43, 43, 2B",LAN198808220,"43, K, K, 43, 43, K"
COL202504300,5,"7, 53, 53, 3, K",BRO194108101,"7, 53, 53, 3, BB"
HOU202504300,5,"8, K, K, HR, 53",TOR202408210,"8, K, K, HR, 31"
LAN202504300,6,"7, 53, K, 6, 3, 9",MON200005090,"7, 53, K, 6, 3, 1B"
NYN202504300,5,"8, K, K, 2B, 9",CHN202404190,"8, K, K, 2B, BB"
PHI202504300,6,"9, 1B, 7, 7, 1B, BB",PHI201605150,"9, 1B, 7, 7, 1B, 53"
PIT202504300,2,"16, 5",DET196709160,"16, 3"
SDN202504300,4,"K, BB, 5, POCS2",SEA202408090,"K, BB, 5, 9"
SEA202504300,6,"K, 1B, 1B, K, 1B, 5",CHN201708300,"K, 1B, 1B, K, 1B, HBP"
TBA202504300,5,"53, 1B, HR, 4, 63",DET200205140,"53, 1B, HR, 4, 9"
TEX202504300,6,"K, 53, 43, 3, 5, 4",COL199806100,"K, 53, 43, 3, 5, 53"
TOR202504300,4,"BB, 2B, WP, BK",LAN202304280,"BB, 2B, WP, BB"
ANA202505010,5,"9, BB, K, 9, K",MIL200908270,"9, BB, K, 9, 8"
CHA202505010,6,"BB, 9, BB, 7, BB, 8",WS1194205230,"BB, 9, BB, 7, BB, K"
CIN202505010,5,"K, 3, BB, 53, 1B",TBA201105170,"K, 3, BB, 53, 3"
CLE202505010,5,"8, 1B, 8, 7, K",FLO201108230,"8, 1B, 8, 7, 43"
NYN202505010,5,"1B, K, CS2, K, 7",MIA202404150,"1B, K, CS2, K, 1B"
PHI202505010,5,"13, BB, 7, 1B, 7",NYN201708190,"13, BB, 7, 1B, 65(2)"
PIT202505010,4,"1B, 9, 9, 43",NYA202407190,"1B, 9, 9, SB2"
SFN202505010,5,"63, E5, CS2, K, HR",CHN191208201,"63, E5, CS2, K, E3"
TBA202505010,5,"9, BB, 7, 64(1), 63",LAN202206140,"9, BB, 7, 64(1), 43"
TEX202505010,6,"K, 9, 1B, BB, 1B, 6",ATL197204170,"K, 9, 1B, BB, 1B, 64(1)"
TOR202505010,6,"1B, K, SB2, K, 8, 53",MIL201606110,"1B, K, SB2, K, 8, 43"
ANA202505020,4,"1B, K, 4(1)3, HR",MIN202105160,"1B, K, 4(1)3, 7"
ATL202505020,6,"K, K, K, 13, K, BB",CHN201604160,"K, K, K, 13, K, K"
BAL202505020,4,"9, K, 43, 5",PHI202504290,"9, K, 43, 1B"
BOS202505020,4,"K, 1B, 56(1)3, 7",MIL201709240,"K, 1B, 56(1)3, 13"
CHA202505020,6,"3, 1B, CS2, 8, 1B, BB",ATL197908100,"3, 1B, CS2, 8, 1B, SB2"
CIN202505020,4,"2, BB, 7, SB2",NYN201408140,"2, BB, 7, HR"
MIA202505020,5,"8, 7, 63, 1B, 6(1)3",BAL201705060,"8, 7, 63, 1B, 1B"
MIL202505020,5,"1B, 1B, K, 1B, 36(1)",TEX202105170,"1B, 1B, K, 1B, 54(1)3"
NYA202505020,4,"43, HBP, 54(1), PB",MIN198406230,"43, HBP, 54(1), 2B"
PHI202505020,7,"1B, 1B, K, K, K, 7, 1B",LAN201008200,"1B, 1B, K, K, K, 7, 63"
PIT202505020,6,"BB, 9, K, K, K, 8",SLN195507310,"BB, 9, K, K, K, 63"
SFN202505020,5,"BB, OA, K, 9, 1B",BOS201805290,"BB, OA, K, 9, 7"
SLN202505020,5,"1B, 6(1)3, K, 2B, SB3",COL200609280,"1B, 6(1)3, K, 2B, BB"
TEX202505020,5,"1B, 1B, 5, 9, K",CHN200805300,"1B, 1B, 5, 9, HR"
TOR202505020,5,"8, K, 1B, SB2, 8",COL201506250,"8, K, 1B, SB2, 63"
ANA202505030,5,"5, 9, K, 1B, 7",CHN201808260,"5, 9, K, 1B, E6"
ATL202505030,4,"1B, 34(1), 9, K",DET195009210,"1B, 34(1), 9, 2"
BAL202505030,4,"63, K, 5, 3",DET202309080,"63, K, 5, K"
BOS202505030,5,"7, K, 63, 9, 1B",CHN193406230,"7, K, 63, 9, 2B"
CHA202505030,4,"1B, FC;NO, 64(1)3, K",ATL197404170,"1B, FC;NO, 64(1)3, BB"
CIN202505030,6,"1B, 8, 1B, BB, 1B, SF7",TEX200405200,"1B, 8, 1B, BB, 1B, HBP"
MIA202505030,4,"6, HR, 1B, 64(1)3",ANA200309160,"6, HR, 1B, 9"
MIL202505030,5,"1B, K, 9, WP, BB",CIN201706040,"1B, K, 9, WP, E6"
NYA202505030,4,"BB, K, 3, 13",PIT202409250,"BB, K, 3, K"
PHI202505030,6,"K, BB, 7, K, K, 1B",ATL202104150,"K, BB, 7, K, K, 8"
PIT202505030,5,"K, 7, BB, K, BB",NYA202204240,"K, 7, BB, K, 43"
SFN202505030,6,"6, K, BB, K, K, K",CHN199608310,"6, K, BB, K, K, 7"
TEX202505030,4,"HR, 43, 2B, 1B",HOU201004110,"HR, 43, 2B, K"
TOR202505030,7,"7, K, BB, K, HR, K, 1B",NYA195308010,"7, K, BB, K, HR, K, 53"
ANA202505040,4,"1B, HBP, 7, 4(1)3",OAK202406230,"1B, HBP, 7, WP"
ATL202505040,7,"K, K, K, BB, HR, K, 8",TOR201609270,"K, K, K, BB, HR, K, K"
BAL202505040,6,"53, K, 2B, K, K, 2B",SDN202405280,"53, K, 2B, K, K, 1B"
BOS202505040,5,"HR, 63, K, 1B, K",BAL201409210,"HR, 63, K, 1B, 1B"
CHA202505040,6,"53, K, K, 53, 1B, K",SEA197904140,"53, K, K, 53, 1B, 46(1)"
CIN202505040,6,"43, 43, 43, 1B, 1B, 5(2)",SFN197606131,"43, 43, 43, 1B, 1B, 1B"
MIA202505040,6,"9, K, 8, 1B, SB2, 43",TBA200405180,"9, K, 8, 1B, SB2, 9"
MIL202505040,5,"K, 3, K, 4, 1B",TEX201508280,"K, 3, K, 4, 53"
NYA202505040,6,"8, K, 1B, BB, K, BB",BOS198905310,"8, K, 1B, BB, K, 6"
PHI202505040,5,"K, K, 43, K, HR",WAS202503270,"K, K, 43, K, 43"
PIT202505040,6,"K, 13, 2B, 1B, BB, PB",PIT195507070,"K, 13, 2B, 1B, BB, 9"
SFN202505040,5,"8, 9, 1B, 53, 8",ATL201106170,"8, 9, 1B, 53, K"
SLN202505041,5,"K, 9, 2B, 2B, BB",ATL200606031,"K, 9, 2B, 2B, K"
SLN202505042,5,"43, 1B, 54(1)3, 8, 4",KCA202307200,"43, 1B, 54(1)3, 8, 63"
TEX202505040,4,"31, K, 1B, 2",ATL202408080,"31, K, 1B, HR"
TOR202505040,6,"7, K, 7, 2B, 1B, FC;O",MIN202408130,"7, K, 7, 2B, 1B, 2B"
ARI202505050,4,"8, BB, 64(1)3, HR",NYN202404300,"8, BB, 64(1)3, 53"
ATH202505050,6,"1B, 9, 8, SB2, BB, 6(1)",CIN201507040,"1B, 9, 8, SB2, BB, K"
ATL202505050,4,"3, BB, 63, BB",KCA200607200,"3, BB, 63, 8"
CHN202505050,5,"K, 31, 63, 8, 9",NYA197605270,"K, 31, 63, 8, 7"
KCA202505050,6,"1B, K, K, K, 3, BB",PHI202409150,"1B, K, K, K, 3, 63"
MIA202505050,6,"K, 1B, 9, 2B, K, 53",SFN197904220,"K, 1B, 9, 2B, K, K"
MIL202505050,4,"1B, 54(1), 4, K",LAN201006270,"1B, 54(1), 4, 64(1)"
NYA202505050,5,"K, 7, K, 8, BB",SEA202107040,"K, 7, K, 8, 9"
SLN202505050,5,"1B, HR, 6, BB, 7",MIN199506060,"1B, HR, 6, BB, 8"
ANA202505060,5,"K, 1B, 2, HR, 1B",TBA201908200,"K, 1B, 2, HR, K"
ARI202505060,4,"53, 43, K, 1",ARI202409110,"53, 43, K, 2B"
ATH202505060,5,"7, 7, HR, BB, 63",SDN200506120,"7, 7, HR, BB, 8"
ATL202505060,4,"1B, HBP, K, SB3",DET202407280,"1B, HBP, K, K"
BOS202505060,5,"1B, 64(1), K, 1B, WP",ATL202409040,"1B, 64(1), K, 1B, 31"
CHN202505060,6,"7, K, K, K, BB, 54(1)3",SDN201909110,"7, K, K, K, BB, 7"
KCA202505060,5,"53, 53, 43, 4, 8",CIN191207220,"53, 53, 43, 4, 3"
MIA202505060,6,"K, 2B, 1B, 7, K, 63",ANA202405140,"K, 2B, 1B, 7, K, K"
MIL202505060,6,"K, 63, BB, 7, 8, 2B",TOR200707240,"K, 63, BB, 7, 8, 3"
MIN202505060,7,"K, K, K, K, 8, 53, 63",SLN201704280,"K, K, K, K, 8, 53, 53"
NYA202505060,5,"K, 9, 1B, 2B, 63",MIN201409030,"K, 9, 1B, 2B, 3"
SLN202505060,7,"K, K, BB, 1B, K, 43, 5",PIT196907190,"K, K, BB, 1B, K, 43, 1B"
TBA202505060,5,"63, 63, 8, 13, 31",LAN200709270,"63, 63, 8, 13, K"
WAS202505061,5,"8, BB, BB, BB, WP",BAL196107270,"8, BB, BB, BB, SF7"
WAS202505062,5,"K, 31, 8, BB, SB2",BAL196204180,"K, 31, 8, BB, BB"
ANA202505070,4,"K, 1B, 1B, 5(2)3",SEA202504300,"K, 1B, 1B, K"
ARI202505070,5,"K, 8, 53, BB, 5",TOR201004150,"K, 8, 53, BB, 1B"
ATH202505070,6,"9, 7, 1B, 5, 1B, 1B",LAN201205140,"9, 7, 1B, 5, 1B, E1"
ATL202505070,4,"HR, 1B, 1B, 53",ATL202404060,"HR, 1B, 1B, 1B"
BOS202505070,5,"3, K, 43, 43, BB",OAK201605310,"3, K, 43, 43, 1B"
CHN202505070,5,"BB, 1B, 2, K, 1B",HOU196409220,"BB, 1B, 2, K, K"
COL202505070,4,"3, 9, 13, K",DET202304080,"3, 9, 13, 1B"
KCA202505070,5,"K, 53, 53, 1B, 54(1)",SFN202207290,"K, 53, 53, 1B, 14(1)"
MIA202505070,5,"BB, K, CS2, 1B, K",SDN201005050,"BB, K, CS2, 1B, 1B"
MIL202505070,5,"63, 53, K, K, 63",PIT202206070,"63, 53, K, K, 3"
MIN202505070,4,"5, 6, 43, K",MON199007060,"5, 6, 43, 2B"
NYA202505070,5,"K, 31, 1B, 8, 6",CIN201605180,"K, 31, 1B, 8, 1B"
SLN202505070,5,"K, 43, 43, 1B, 54(1)3",SEA202406290,"K, 43, 43, 1B, WP"
TBA202505070,6,"K, 3, BB, 1B, K, 8",DET197804232,"K, 3, BB, 1B, K, 3"
WAS202505070,5,"7, K, K, 5, 1B",HOU196908060,"7, K, K, 5, 8"
ANA202505080,8,"1B, 1B, 1B, K, K, K, K, 2B",TBA202305230,"1B, 1B, 1B, K, K, K, K, 7"
ARI202505080,5,"8, 8, BB, 1B, 3",CHA202307300,"8, 8, BB, 1B, 8"
ATL202505080,5,"BB, 4, K, 63, 2B",PIT202008190,"BB, 4, K, 63, 43"
BOS202505080,4,"43, 1B, BB, 54(1)",WAS202407250,"43, 1B, BB, 4"
COL202505081,5,"1B, 64(1)3, 1B, 2B, 1B",PIT201506270,"1B, 64(1)3, 1B, 2B, 53"
COL202505082,5,"7, 13, 3, BB, 8",SLN196507050,"7, 13, 3, BB, 6(1)3"
KCA202505080,5,"1B, K, 46(1)3, 9, 9",TOR202205040,"1B, K, 46(1)3, 9, BB"
MIN202505080,6,"7, 7, 1B, 3, BB, 8",WS1192309190,"7, 7, 1B, 3, BB, 1B"
TBA202505080,4,"2B, 8, SF8, 8",MIL202409030,"2B, 8, SF8, 2B"
ANA202505090,5,"9, K, HR, 53, 53",PIT201606120,"9, K, HR, 53, 5"
ARI202505090,5,"2B, 1B, K, SF8, 8",NYA201806130,"2B, 1B, K, SF8, 9"
ATH202505090,4,"BB, 2B, 7, 13",TEX202406080,"BB, 2B, 7, 9"
CHA202505090,5,"BB, SB2, 1B, SB2, 9",CIN200909150,"BB, SB2, 1B, SB2, 43"
CLE202505090,6,"BB, 1B, 3, K, K, 7",CHA199104230,"BB, 1B, 3, K, K, 43"
COL202505090,6,"1B, 1B, 1B, 1B, 3, K",LAN201205130,"1B, 1B, 1B, 1B, 3, SB3"
